,text,text_2,score,length
315,exigiéndola,negociándola,9.939807479566865,23
316,Monetario,Secretario,9.939799997599664,19
317,Transporte,Transportes,9.939737153447052,21
318,Transeuropea,Centroeuropa,9.93969702235582,24
319,amparándome,anticipándome,9.93964095789625,24
320,Thailandia,Groenlandia,9.939452852400516,21
321,Instituciones,Condiciones,9.939342438369783,24
322,Finlandia,Zelandia,9.939311009445447,17
323,Violencia,Excelencia,9.939258064479382,19
324,Hatzidakis,Souladakis,9.939239225660545,20
325,Suchard,Richard,9.939237805382744,14
326,Kurdistán,Tayikistán,9.939236126563323,19
327,amparándome,excusándome,9.939209458408193,22
328,Tecnología,Comitología,9.939061697006776,21
329,settlements,governments,9.939060002746077,22
330,Atengámonos,Sentémonos,9.93900040865385,21
331,desresponsabiliza,liberalizadores,9.938964836533163,32
332,RELEX,Celex,9.938944239563192,10
333,Celex,RELEX,9.938944239563192,10
334,Convenciones,Inspecciones,9.938894245398288,24
335,Emergencia,Coherencia,9.93876164792798,20
336,BushillMatthews,MatikainenKallström,9.938691270464334,34
337,Lienemann,Schliemann,9.938616812381133,19
338,Tailandia,Zelandia,9.938594727166903,17
339,Estadonación,Federación,9.938592794511955,22
340,Supervisión,Televisión,9.938552891881022,21
341,EuropeaIzquierda,Handlungsbedarf,9.93854555787974,31
342,Justicia,Patricia,9.93845565123827,16
343,Ferrero,Guerrero,9.938273407285656,15
344,Saludaríamos,Saldríamos,9.93804724166128,22
345,comunitarización,desapariciçón,9.938039782339676,29
346,CristianoDemócrata,judeocristiano,9.938034044546342,32
347,Consumidores,Gobernadores,9.938010703499737,24
348,Edimburgo,Salzburgo,9.93793949601479,18
349,Stimmbürgerschaft,CreutzfeldtJacob,9.937908104768287,33
350,Valonia,Bolonia,9.9379011395606,14
351,obstaculación,comunitarización,9.93779590955103,29
352,Suominen,Souminen,9.93767227676907,16
353,Guardacostas,Papayannakis,9.937646489462066,24
354,screening,screaning,9.937586262322883,18
355,Independencia,Presidencias,9.937585236588124,25
356,Saludaríamos,Preferiríamos,9.937426603455924,25
357,SurEuropaAtlántico,Latinoamericano,9.9373412494298,33
358,Presidentas,Vicepresidenta,9.937326903626712,25
359,coresponsabilidad,biodiversidad,9.937283776159836,30
360,Transitional,Meridional,9.937252644567614,22
361,Productores,Directores,9.937219877336386,21
362,Interuniversitaire,EuropeaIzquierda,9.937213162815574,34
363,federación,gobernación,9.937174512016023,21
364,VodafoneMannesmann,MatikainenKallström,9.937168282841867,37
365,Instaría,Paritaria,9.937160353976207,17
366,preabolicionista,desfiscalización,9.937154908024489,32
367,proyectomarco,conveniomarco,9.93710222361235,26
368,Intergubernamentales,Wohlfahrtsverbände,9.937096312497403,38
369,euromediteránea,Euromediterráneo,9.937094262997133,31
370,Humanitaria,Paritaria,9.937056589033766,20
371,Organization,Association,9.937015558711614,23
372,preabolicionista,Constitucionales,9.936992727397877,32
373,Amnistía,Anmistía,9.936969713755367,16
374,federación,noalineación,9.936829491438262,22
375,Democracias,SOSDemocracia,9.936821363986802,24
376,Goteburgo,Salzburgo,9.936799463408553,18
377,megaoperación,noalineación,9.93677554081098,25
378,Inteligencia,Emergencia,9.93659091640576,22
379,Norteamérica,Euroatlántica,9.936521546571795,25
380,Suplementos,Armamentos,9.93650797815588,21
381,Acuicultura,agricultura,9.936431660732168,22
382,Excelencia,Presidencia,9.936369898349481,21
383,Vicepresidencia,Vicepresidenta,9.936345725610398,29
384,PSEVertsALEGUENGL,Intergubernamental,9.936312448674911,35
385,Adriático,Asiático,9.936312150875393,17
386,Sudáfrica,UEÁfrica,9.936308696101303,17
387,Intergubernamentales,Complementariedad,9.936131889764729,37
388,Mastorakis,Laboristas,9.935979564250898,20
389,Vicepresidencia,Procedencia,9.935776936161915,26
390,Intergubernamentales,BadenWürttemberg,9.935739665257543,36
391,Gobernadores,Trabajadores,9.935704914111618,24
392,Brandemburgo,Estrasburgo,9.935592624162148,23
393,disfuncionamientos,implementation,9.935500129136408,32
394,Sudamérica,Norteamérica,9.935410629678662,22
395,Florencia,Presidencia,9.935353041155778,20
396,Ministerios,Criterios,9.935341436622439,20
397,proyectomarco,superdiplomáticos,9.935334757358294,30
398,KLMAlitalia,Debilitaría,9.935227852305045,22
399,Wohlfahrtsverbände,EuropaIzquierda,9.935221354541452,33
400,Pasajeros,Extranjeros,9.935168550342524,20
401,Toxicomanías,Communication,9.935168058364226,25
402,Fascismo,Racismo,9.935119051420468,15
403,Vicepresidente,Representante,9.935077672278126,27
404,Centrales,Generales,9.935053949066011,18
405,Intergubernamental,Complementariedad,9.935044050555726,35
406,Tayikistán,Afganistán,9.935027210087757,20
407,HamburgoCopenhague,EuropeaIzquierda,9.935023594319325,34
408,Socialdemócratas,SurEuropaAtlántico,9.934996895897902,34
409,Intergubernamentales,disfuncionamientos,9.934969889687647,38
410,Intergubernamental,Managementknow,9.934868520180986,32
411,Goteburgo,Habsburgo,9.934866654109426,18
412,Presidenta,Presidentas,9.93482256020626,21
413,Asistencia,Instancia,9.934820697084369,19
414,Cantábrico,Emblemático,9.934548313448882,21
415,Bienvenidos,Convencidos,9.934517074760285,22
416,gobernación,homgeneización,9.934483644196977,25
417,Excelencia,Pesidencia,9.934444684343285,20
418,Transilvania,Subsahariana,9.93438130490596,24
419,Interuniversitaire,BruselasAmsterdam,9.934349834875496,35
420,Liechtenstein,Constituyente,9.934208638126773,26
421,Mobiliarios,Comisarios,9.93410847292493,21
422,Alyssandrakis,Guardacostas,9.934057142283699,25
423,judeocristiano,administration,9.934027665980105,28
424,Vaticano,Africano,9.934006932979473,16
425,cohabitation,upadministration,9.9339853501543,28
426,Tayikistán,Kirguizstán,9.933948979487816,21
427,Tempestades,Libertades,9.933923211630937,21
428,Vranitzky,Khmelnitsky,9.933903958095922,20
429,Voggenhuber,DuffVoggenhuber,9.933878358396775,26
430,Fascismo,Nazismo,9.93383403440244,15
431,Debilitaría,Humanitaria,9.933799452284164,22
432,Constitucionales,LIFENaturaleza,9.933777465319851,30
433,Länder,Vander,9.933742326245627,12
434,Tailandia,Suazilandia,9.933698186676208,20
435,Conferencia,Independencia,9.93367189503391,24
436,colegislación,obstaculación,9.93364360820946,26
437,LanguedocRoussillon,MatikainenKallström,9.933627549652098,38
438,Interparlamentaria,Matabelelandia,9.933607169595867,32
439,Atwooll,Attwooll,9.933474958348826,15
440,UÇK,UCK,9.933444444444445,6
441,CristianoDemócrata,Euromediterráneo,9.933440644143195,34
442,Hudghton,Hudhton,9.933427950131934,15
443,directivamarco,programamarco,9.93342364670649,27
444,confrontándola,negociándola,9.93325931013172,26
445,SrComisario,Comisarios,9.933216426495381,21
446,Subsecretario,Secretario,9.933098241975877,23
447,programamarco,acuerdomarco,9.933094293366068,25
448,Procedencia,Presidencias,9.933042999139154,23
449,Florencia,Tendencia,9.932921524430755,18
450,Pesidencia,Asistencia,9.932844955191234,20
451,Interparlamentario,Intergubernamental,9.93278753538881,36
452,anualización,colegislación,9.932781650892796,25
453,Asociación,Fundación,9.932776218236704,19
454,asociación,fundación,9.932773215083149,19
455,Organization,Communication,9.932600503745194,25
456,armonizacion,anualización,9.932589222884625,24
457,BruselasAmsterdam,Interparlamentario,9.932583735919177,35
458,Constitución,Constitucional,9.932502251158903,26
459,Intergubernamental,BadenWürttemberg,9.932383666587894,34
460,imprescindibilidad,costecalidad,9.932369772296045,30
461,coresponsabilidad,costecalidad,9.932351319530648,29
462,Grandes,Flandes,9.932315658933996,14
463,Característico,Euroatlántica,9.932314328482144,27
464,Edimburgo,Habsburgo,9.932224008539354,18
465,Humanitaria,Veterinaria,9.932215077305244,22
466,Humanitaria,Comisaria,9.932180326043307,20
467,trastrocamiento,implementation,9.932174608447319,29
468,Wohlfahrtsverbände,HamburgoCopenhague,9.932062068805077,36
469,Subsahariana,Escandinavia,9.931983226353529,24
470,Gubernamental,nongovernmental,9.931963337598537,28
471,Suazilandia,Groenlandia,9.931920071315961,22
472,Florencia,Conferencia,9.931780399091343,20
473,noalineación,armonizacion,9.931662935412847,24
474,Interparlamentaria,BruselasAmsterdam,9.9316487209648,35
475,Matabelelandia,Escandinavia,9.931617377106168,26
476,reglamentomarco,acuerdomarco,9.931584762512713,27
477,Convenciones,Direcciones,9.93155144584084,23
478,Intergubernamental,Interparlamentaria,9.931538786418741,36
479,Vallelelersundi,Interuniversitaire,9.931527630659648,33
480,Finlandia,Eurolandia,9.931526527250337,19
481,confiándome,excusándome,9.931521800547195,22
482,Bienvenido,Bienvenidos,9.931499414972699,21
483,RanzioPlath,Finansplatz,9.931490127455053,22
484,Hombres,Cumbres,9.931442981458986,14
485,Interinstitucional,Institucionales,9.931429657143484,33
486,Socialdemócratas,SOSDemocracia,9.931339772169288,29
487,LIFENaturaleza,Institucionales,9.93133003926532,29
488,EuropeaSuiza,Papayannakis,9.931285939081697,24
489,Intergubernamentales,Managementknow,9.931139697853702,34
490,Trajkovic,Draskovic,9.93108165277862,18
491,Handlungsbedarf,KreisslDörfler,9.931077926382903,29
492,Consumidores,Indicadores,9.931074841764776,23
493,Instaría,Monetaria,9.931068569147497,17
494,Wohlfahrtsverbände,BruselasAmsterdam,9.931013679591716,35
495,autoimpusiera,circunscribiera,9.931008297410742,28
496,reglamentomarco,Interparlamentario,9.930876035241576,33
497,planteándola,oprimiéndola,9.930798956209568,24
498,BadenWürttemberg,Wohlfahrtsverbände,9.930767043922813,34
499,Interinstitucional,desfiscalización,9.93073542434512,34
500,Sudeste,Sureste,9.930567359663327,14
501,reglamentomarco,proyectomarco,9.93050063656421,28
502,Balcánica,Británica,9.930460803269202,18
503,Valdivielso,Valdivieso,9.930348646632973,21
504,directivamarco,SurEuropaAtlántico,9.93032761934486,32
505,Infancia,Instancia,9.930282976703934,17
506,federación,concepción,9.930178254011917,20
507,EuropeaIzquierda,BruselasAmsterdam,9.930157018486293,33
508,Institucionales,preabolicionista,9.93012735914603,31
509,noalineación,Estadonación,9.930069826686372,24
510,Constitucionales,Constitucional,9.930065034535936,30
511,Interuniversitaire,Steuereintreiber,9.930008859171265,34
512,VodafoneMannesmann,Intergubernamentales,9.929924853946249,38
513,Tierra,Sierra,9.929904478309744,12
514,QuisthoudtRowohl,CreutzfeldtJacob,9.92986432548498,32
515,Policía,Galicia,9.929829904414577,14
516,directivamarco,acuerdomarco,9.929809217353968,26
517,Guyana,Guayana,9.929713360777788,13
518,Subsahariana,Veterinaria,9.929541296559952,23
519,Tailandia,Eurolandia,9.929463749827299,19
520,settlements,instruments,9.929429482870606,22
521,Coherencia,Violencia,9.929397568351261,19
522,Monetarios,Ministerios,9.929388621741502,21
523,Presidente,Presidenta,9.929347911596496,20
524,Alyssandrakis,Socialdemócratas,9.929347884136652,29
525,HamburgoCopenhague,VodafoneMannesmann,9.929316277608203,36
526,Estrasburgo,Luxemburgo,9.929297715751872,21
527,Escandinavia,Suazilandia,9.929278843604257,23
528,Presidencia,Asistencia,9.929247190707592,21
529,Convenciones,Peticiones,9.929223357973168,22
530,DuffVoggenhuber,Steuereintreiber,9.92922107513259,31
531,Wohlfahrtsverbände,Matabelelandia,9.929217648478176,32
532,Encefalopatía,Presupuestaria,9.929206885645389,27
533,SOSDemocracia,Europeasocios,9.92918635221929,26
534,programamarco,conveniomarco,9.929178724948056,26
535,Amsterdam,Ámsterdam,9.929139478726125,18
536,Encefalopatía,CristianoDemócrata,9.929116149317352,31
537,euromediteránea,confrontándola,9.929034089368388,29
538,Handlungsbedarf,Interuniversitaire,9.92897828177833,33
539,Pekín,Pequín,9.928961658052225,11
540,Comisiones,Inversiones,9.92892800274673,21
541,colegislación,comunitarización,9.928907725972604,29
542,Ministerio,Ministerios,9.92887752387148,21
543,Instituciones,Pensionistas,9.92884071675343,25
544,desfiscalización,megaoperación,9.9288269781659,29
545,Territoriales,Presupuestaria,9.928821149581504,27
546,Colonia,Valonia,9.92881515096599,14
547,duplication,Communication,9.92878834871174,24
548,Rótterdam,Rotterdam,9.928784682417964,18
549,Duisemberg,Duisenberg,9.928762201784322,20
550,Wohlfahrtsverbände,Vallelelersundi,9.928731545910669,33
